viti,komuna,personeli administrativ,gjinia,Personeli administrativ sipas niveleve
2021/2022,Gjithsej,Fillor dhe i mesëm i ulët,Gjithsej,1193
2021/2022,Gjithsej,I mesëm i lartë,Meshkuj,232
2021/2022,Gjithsej,I mesëm i lartë,Femra,91
2021/2022,Gjithsej,I mesëm i lartë,Gjithsej,323
2022/2023,Deçan,Parashkollor,Meshkuj,-
2022/2023,Deçan,Parashkollor,Femra,-
2022/2023,Deçan,Parashkollor,Gjithsej,-
2022/2023,Deçan,Fillor dhe i mesëm i ulët,Meshkuj,19
2022/2023,Deçan,Fillor dhe i mesëm i ulët,Femra,3
2022/2023,Deçan,Fillor dhe i mesëm i ulët,Gjithsej,22
2022/2023,Deçan,I mesëm i lartë,Meshkuj,7
2022/2023,Deçan,I mesëm i lartë,Femra,-
2022/2023,Deçan,I mesëm i lartë,Gjithsej,7
2022/2023,Dragash,Parashkollor,Meshkuj,-
2022/2023,Dragash,Parashkollor,Femra,-
2022/2023,Dragash,Parashkollor,Gjithsej,-
2022/2023,Dragash,Fillor dhe i mesëm i ulët,Meshkuj,15
2022/2023,Dragash,Fillor dhe i mesëm i ulët,Femra,-
2022/2023,Dragash,Fillor dhe i mesëm i ulët,Gjithsej,15
2022/2023,Dragash,I mesëm i lartë,Meshkuj,3
2022/2023,Dragash,I mesëm i lartë,Femra,-
2022/2023,Dragash,I mesëm i lartë,Gjithsej,3
2022/2023,Ferizaj,Parashkollor,Meshkuj,-
2022/2023,Ferizaj,Parashkollor,Femra,5
2022/2023,Ferizaj,Parashkollor,Gjithsej,5
2022/2023,Ferizaj,Fillor dhe i mesëm i ulët,Meshkuj,48
2022/2023,Ferizaj,Fillor dhe i mesëm i ulët,Femra,38
2022/2023,Ferizaj,Fillor dhe i mesëm i ulët,Gjithsej,86
2022/2023,Ferizaj,I mesëm i lartë,Meshkuj,19
2022/2023,Ferizaj,I mesëm i lartë,Femra,9
2022/2023,Ferizaj,I mesëm i lartë,Gjithsej,28
2022/2023,Fushë Kosovë,Parashkollor,Meshkuj,-
2022/2023,Fushë Kosovë,Parashkollor,Femra,3
2022/2023,Fushë Kosovë,Parashkollor,Gjithsej,3
2022/2023,Fushë Kosovë,Fillor dhe i mesëm i ulët,Meshkuj,11
2022/2023,Fushë Kosovë,Fillor dhe i mesëm i ulët,Femra,8
2022/2023,Fushë Kosovë,Fillor dhe i mesëm i ulët,Gjithsej,19
2022/2023,Fushë Kosovë,I mesëm i lartë,Meshkuj,3
2022/2023,Fushë Kosovë,I mesëm i lartë,Femra,1
2022/2023,Fushë Kosovë,I mesëm i lartë,Gjithsej,4
2022/2023,Gjakovë,Parashkollor,Meshkuj,-
2022/2023,Gjakovë,Parashkollor,Femra,4
2022/2023,Gjakovë,Parashkollor,Gjithsej,4
2022/2023,Gjakovë,Fillor dhe i mesëm i ulët,Meshkuj,49
2022/2023,Gjakovë,Fillor dhe i mesëm i ulët,Femra,17
2022/2023,Gjakovë,Fillor dhe i mesëm i ulët,Gjithsej,66
2022/2023,Gjakovë,I mesëm i lartë,Meshkuj,6
2022/2023,Gjakovë,I mesëm i lartë,Femra,6
2022/2023,Gjakovë,I mesëm i lartë,Gjithsej,12
2022/2023,Gjilan,Parashkollor,Meshkuj,-
2022/2023,Gjilan,Parashkollor,Femra,8
2022/2023,Gjilan,Parashkollor,Gjithsej,8
2022/2023,Gjilan,Fillor dhe i mesëm i ulët,Meshkuj,37
2022/2023,Gjilan,Fillor dhe i mesëm i ulët,Femra,13
2022/2023,Gjilan,Fillor dhe i mesëm i ulët,Gjithsej,50
2022/2023,Gjilan,I mesëm i lartë,Meshkuj,19
2022/2023,Gjilan,I mesëm i lartë,Femra,3
2022/2023,Gjilan,I mesëm i lartë,Gjithsej,22
2022/2023,Gllogovc,Parashkollor,Meshkuj,1
2022/2023,Gllogovc,Parashkollor,Femra,3
2022/2023,Gllogovc,Parashkollor,Gjithsej,4
2022/2023,Gllogovc,Fillor dhe i mesëm i ulët,Meshkuj,28
2022/2023,Gllogovc,Fillor dhe i mesëm i ulët,Femra,14
2022/2023,Gllogovc,Fillor dhe i mesëm i ulët,Gjithsej,42
2022/2023,Gllogovc,I mesëm i lartë,Meshkuj,8
2022/2023,Gllogovc,I mesëm i lartë,Femra,2
2022/2023,Gllogovc,I mesëm i lartë,Gjithsej,10
2022/2023,Hani i Elezit,Parashkollor,Meshkuj,-
2022/2023,Hani i Elezit,Parashkollor,Femra,2
2022/2023,Hani i Elezit,Parashkollor,Gjithsej,2
2022/2023,Hani i Elezit,Fillor dhe i mesëm i ulët,Meshkuj,6
2022/2023,Hani i Elezit,Fillor dhe i mesëm i ulët,Femra,-
2022/2023,Hani i Elezit,Fillor dhe i mesëm i ulët,Gjithsej,6
2022/2023,Hani i Elezit,I mesëm i lartë,Meshkuj,1
2022/2023,Hani i Elezit,I mesëm i lartë,Femra,-
2022/2023,Hani i Elezit,I mesëm i lartë,Gjithsej,1
2022/2023,Istog,Parashkollor,Meshkuj,-
2022/2023,Istog,Parashkollor,Femra,4
2022/2023,Istog,Parashkollor,Gjithsej,4
2022/2023,Istog,Fillor dhe i mesëm i ulët,Meshkuj,11
2022/2023,Istog,Fillor dhe i mesëm i ulët,Femra,10
2022/2023,Istog,Fillor dhe i mesëm i ulët,Gjithsej,21
2022/2023,Istog,I mesëm i lartë,Meshkuj,5
2022/2023,Istog,I mesëm i lartë,Femra,4
2022/2023,Istog,I mesëm i lartë,Gjithsej,9
2022/2023,Junik,Parashkollor,Meshkuj,-
2022/2023,Junik,Parashkollor,Femra,-
2022/2023,Junik,Parashkollor,Gjithsej,-
2022/2023,Junik,Fillor dhe i mesëm i ulët,Meshkuj,2
2022/2023,Junik,Fillor dhe i mesëm i ulët,Femra,-
2022/2023,Junik,Fillor dhe i mesëm i ulët,Gjithsej,2
2022/2023,Junik,I mesëm i lartë,Meshkuj,1
2022/2023,Junik,I mesëm i lartë,Femra,-
2022/2023,Junik,I mesëm i lartë,Gjithsej,1
2022/2023,Kaçanik,Parashkollor,Meshkuj,-
2022/2023,Kaçanik,Parashkollor,Femra,-
2022/2023,Kaçanik,Parashkollor,Gjithsej,-
2022/2023,Kaçanik,Fillor dhe i mesëm i ulët,Meshkuj,16
2022/2023,Kaçanik,Fillor dhe i mesëm i ulët,Femra,3
2022/2023,Kaçanik,Fillor dhe i mesëm i ulët,Gjithsej,19
2022/2023,Kaçanik,I mesëm i lartë,Meshkuj,6
2022/2023,Kaçanik,I mesëm i lartë,Femra,1
2022/2023,Kaçanik,I mesëm i lartë,Gjithsej,7
2022/2023,Kamenicë,Parashkollor,Meshkuj,-
2022/2023,Kamenicë,Parashkollor,Femra,1
2022/2023,Kamenicë,Parashkollor,Gjithsej,1
2022/2023,Kamenicë,Fillor dhe i mesëm i ulët,Meshkuj,16
2022/2023,Kamenicë,Fillor dhe i mesëm i ulët,Femra,17
2022/2023,Kamenicë,Fillor dhe i mesëm i ulët,Gjithsej,33
2022/2023,Kamenicë,I mesëm i lartë,Meshkuj,3
2022/2023,Kamenicë,I mesëm i lartë,Femra,3
2022/2023,Kamenicë,I mesëm i lartë,Gjithsej,6
2022/2023,Klinë,Parashkollor,Meshkuj,-
2022/2023,Klinë,Parashkollor,Femra,1
2022/2023,Klinë,Parashkollor,Gjithsej,1
2022/2023,Klinë,Fillor dhe i mesëm i ulët,Meshkuj,27
2022/2023,Klinë,Fillor dhe i mesëm i ulët,Femra,7
2022/2023,Klinë,Fillor dhe i mesëm i ulët,Gjithsej,34
2022/2023,Klinë,I mesëm i lartë,Meshkuj,2
2022/2023,Klinë,I mesëm i lartë,Femra,2
2022/2023,Klinë,I mesëm i lartë,Gjithsej,4
2022/2023,Leposaviq,Parashkollor,Meshkuj,-
2022/2023,Leposaviq,Parashkollor,Femra,-
2022/2023,Leposaviq,Parashkollor,Gjithsej,-
2022/2023,Leposaviq,Fillor dhe i mesëm i ulët,Meshkuj,-
2022/2023,Leposaviq,Fillor dhe i mesëm i ulët,Femra,1
2022/2023,Leposaviq,Fillor dhe i mesëm i ulët,Gjithsej,1
2022/2023,Leposaviq,I mesëm i lartë,Meshkuj,-
2022/2023,Leposaviq,I mesëm i lartë,Femra,-
2022/2023,Leposaviq,I mesëm i lartë,Gjithsej,-
2022/2023,Lipjan,Parashkollor,Meshkuj,1
2022/2023,Lipjan,Parashkollor,Femra,2
2022/2023,Lipjan,Parashkollor,Gjithsej,3
2022/2023,Lipjan,Fillor dhe i mesëm i ulët,Meshkuj,28
2022/2023,Lipjan,Fillor dhe i mesëm i ulët,Femra,9
2022/2023,Lipjan,Fillor dhe i mesëm i ulët,Gjithsej,37
2022/2023,Lipjan,I mesëm i lartë,Meshkuj,7
2022/2023,Lipjan,I mesëm i lartë,Femra,3
2022/2023,Lipjan,I mesëm i lartë,Gjithsej,10
2022/2023,Malishevë,Parashkollor,Meshkuj,1
2022/2023,Malishevë,Parashkollor,Femra,-
2022/2023,Malishevë,Parashkollor,Gjithsej,1
2022/2023,Malishevë,Fillor dhe i mesëm i ulët,Meshkuj,28
2022/2023,Malishevë,Fillor dhe i mesëm i ulët,Femra,11
2022/2023,Malishevë,Fillor dhe i mesëm i ulët,Gjithsej,39
2022/2023,Malishevë,I mesëm i lartë,Meshkuj,10
2022/2023,Malishevë,I mesëm i lartë,Femra,3
2022/2023,Malishevë,I mesëm i lartë,Gjithsej,13
2022/2023,Mamushë,Parashkollor,Meshkuj,-
2022/2023,Mamushë,Parashkollor,Femra,-
2022/2023,Mamushë,Parashkollor,Gjithsej,-
2022/2023,Mamushë,Fillor dhe i mesëm i ulët,Meshkuj,3
2022/2023,Mamushë,Fillor dhe i mesëm i ulët,Femra,-
2022/2023,Mamushë,Fillor dhe i mesëm i ulët,Gjithsej,3
2022/2023,Mamushë,I mesëm i lartë,Meshkuj,1
2022/2023,Mamushë,I mesëm i lartë,Femra,-
2022/2023,Mamushë,I mesëm i lartë,Gjithsej,1
2022/2023,Mitrovicë,Parashkollor,Meshkuj,1
2022/2023,Mitrovicë,Parashkollor,Femra,4
2022/2023,Mitrovicë,Parashkollor,Gjithsej,5
2022/2023,Mitrovicë,Fillor dhe i mesëm i ulët,Meshkuj,44
2022/2023,Mitrovicë,Fillor dhe i mesëm i ulët,Femra,16
2022/2023,Mitrovicë,Fillor dhe i mesëm i ulët,Gjithsej,60
2022/2023,Mitrovicë,I mesëm i lartë,Meshkuj,10
2022/2023,Mitrovicë,I mesëm i lartë,Femra,5
2022/2023,Mitrovicë,I mesëm i lartë,Gjithsej,15
2022/2023,Novobërdë,Parashkollor,Meshkuj,-
2022/2023,Novobërdë,Parashkollor,Femra,-
2022/2023,Novobërdë,Parashkollor,Gjithsej,-
2022/2023,Novobërdë,Fillor dhe i mesëm i ulët,Meshkuj,4
2022/2023,Novobërdë,Fillor dhe i mesëm i ulët,Femra,2
2022/2023,Novobërdë,Fillor dhe i mesëm i ulët,Gjithsej,6
2022/2023,Novobërdë,I mesëm i lartë,Meshkuj,1
2022/2023,Novobërdë,I mesëm i lartë,Femra,1
2022/2023,Novobërdë,I mesëm i lartë,Gjithsej,2
2022/2023,Obiliq,Parashkollor,Meshkuj,-
2022/2023,Obiliq,Parashkollor,Femra,2
2022/2023,Obiliq,Parashkollor,Gjithsej,2
2022/2023,Obiliq,Fillor dhe i mesëm i ulët,Meshkuj,17
2022/2023,Obiliq,Fillor dhe i mesëm i ulët,Femra,7
2022/2023,Obiliq,Fillor dhe i mesëm i ulët,Gjithsej,24
2022/2023,Obiliq,I mesëm i lartë,Meshkuj,3
2022/2023,Obiliq,I mesëm i lartë,Femra,1
2022/2023,Obiliq,I mesëm i lartë,Gjithsej,4
2022/2023,Pejë,Parashkollor,Meshkuj,-
2022/2023,Pejë,Parashkollor,Femra,2
2022/2023,Pejë,Parashkollor,Gjithsej,2
2022/2023,Pejë,Fillor dhe i mesëm i ulët,Meshkuj,27
2022/2023,Pejë,Fillor dhe i mesëm i ulët,Femra,27
2022/2023,Pejë,Fillor dhe i mesëm i ulët,Gjithsej,54
2022/2023,Pejë,I mesëm i lartë,Meshkuj,10
2022/2023,Pejë,I mesëm i lartë,Femra,4
2022/2023,Pejë,I mesëm i lartë,Gjithsej,14
2022/2023,Podujevë,Parashkollor,Meshkuj,-
2022/2023,Podujevë,Parashkollor,Femra,4
2022/2023,Podujevë,Parashkollor,Gjithsej,4
2022/2023,Podujevë,Fillor dhe i mesëm i ulët,Meshkuj,51
2022/2023,Podujevë,Fillor dhe i mesëm i ulët,Femra,24
2022/2023,Podujevë,Fillor dhe i mesëm i ulët,Gjithsej,75
2022/2023,Podujevë,I mesëm i lartë,Meshkuj,5
2022/2023,Podujevë,I mesëm i lartë,Femra,7
2022/2023,Podujevë,I mesëm i lartë,Gjithsej,12
2022/2023,Prishtinë,Parashkollor,Meshkuj,2
2022/2023,Prishtinë,Parashkollor,Femra,22
2022/2023,Prishtinë,Parashkollor,Gjithsej,24
2022/2023,Prishtinë,Fillor dhe i mesëm i ulët,Meshkuj,52
2022/2023,Prishtinë,Fillor dhe i mesëm i ulët,Femra,70
2022/2023,Prishtinë,Fillor dhe i mesëm i ulët,Gjithsej,122
2022/2023,Prishtinë,I mesëm i lartë,Meshkuj,32
2022/2023,Prishtinë,I mesëm i lartë,Femra,18
2022/2023,Prishtinë,I mesëm i lartë,Gjithsej,50
2022/2023,Prizren,Parashkollor,Meshkuj,-
2022/2023,Prizren,Parashkollor,Femra,1
2022/2023,Prizren,Parashkollor,Gjithsej,1
2022/2023,Prizren,Fillor dhe i mesëm i ulët,Meshkuj,79
2022/2023,Prizren,Fillor dhe i mesëm i ulët,Femra,34
2022/2023,Prizren,Fillor dhe i mesëm i ulët,Gjithsej,113
2022/2023,Prizren,I mesëm i lartë,Meshkuj,23
2022/2023,Prizren,I mesëm i lartë,Femra,12
2022/2023,Prizren,I mesëm i lartë,Gjithsej,35
2022/2023,Rahovec,Parashkollor,Meshkuj,-
2022/2023,Rahovec,Parashkollor,Femra,1
2022/2023,Rahovec,Parashkollor,Gjithsej,1
2022/2023,Rahovec,Fillor dhe i mesëm i ulët,Meshkuj,19
2022/2023,Rahovec,Fillor dhe i mesëm i ulët,Femra,3
2022/2023,Rahovec,Fillor dhe i mesëm i ulët,Gjithsej,22
2022/2023,Rahovec,I mesëm i lartë,Meshkuj,2
2022/2023,Rahovec,I mesëm i lartë,Femra,3
2022/2023,Rahovec,I mesëm i lartë,Gjithsej,5
2022/2023,Shtërpcë,Parashkollor,Meshkuj,-
2022/2023,Shtërpcë,Parashkollor,Femra,-
2022/2023,Shtërpcë,Parashkollor,Gjithsej,-
2022/2023,Shtërpcë,Fillor dhe i mesëm i ulët,Meshkuj,2
2022/2023,Shtërpcë,Fillor dhe i mesëm i ulët,Femra,-
2022/2023,Shtërpcë,Fillor dhe i mesëm i ulët,Gjithsej,2
2022/2023,Shtërpcë,I mesëm i lartë,Meshkuj,1
2022/2023,Shtërpcë,I mesëm i lartë,Femra,-
2022/2023,Shtërpcë,I mesëm i lartë,Gjithsej,1
2022/2023,Shtime,Parashkollor,Meshkuj,-
2022/2023,Shtime,Parashkollor,Femra,1
2022/2023,Shtime,Parashkollor,Gjithsej,1
2022/2023,Shtime,Fillor dhe i mesëm i ulët,Meshkuj,9
2022/2023,Shtime,Fillor dhe i mesëm i ulët,Femra,4
2022/2023,Shtime,Fillor dhe i mesëm i ulët,Gjithsej,13
2022/2023,Shtime,I mesëm i lartë,Meshkuj,1
2022/2023,Shtime,I mesëm i lartë,Femra,1
2022/2023,Shtime,I mesëm i lartë,Gjithsej,2
2022/2023,Skënderaj,Parashkollor,Meshkuj,-
2022/2023,Skënderaj,Parashkollor,Femra,2
2022/2023,Skënderaj,Parashkollor,Gjithsej,2
2022/2023,Skënderaj,Fillor dhe i mesëm i ulët,Meshkuj,41
2022/2023,Skënderaj,Fillor dhe i mesëm i ulët,Femra,6
2022/2023,Skënderaj,Fillor dhe i mesëm i ulët,Gjithsej,47
2022/2023,Skënderaj,I mesëm i lartë,Meshkuj,16
2022/2023,Skënderaj,I mesëm i lartë,Femra,2
2022/2023,Skënderaj,I mesëm i lartë,Gjithsej,18
2022/2023,Suharekë,Parashkollor,Meshkuj,-
2022/2023,Suharekë,Parashkollor,Femra,2
2022/2023,Suharekë,Parashkollor,Gjithsej,2
2022/2023,Suharekë,Fillor dhe i mesëm i ulët,Meshkuj,30
2022/2023,Suharekë,Fillor dhe i mesëm i ulët,Femra,26
2022/2023,Suharekë,Fillor dhe i mesëm i ulët,Gjithsej,56
2022/2023,Suharekë,I mesëm i lartë,Meshkuj,8
2022/2023,Suharekë,I mesëm i lartë,Femra,4
2022/2023,Suharekë,I mesëm i lartë,Gjithsej,12
2022/2023,Viti,Parashkollor,Meshkuj,-
2022/2023,Viti,Parashkollor,Femra,3
2022/2023,Viti,Parashkollor,Gjithsej,3
2022/2023,Viti,Fillor dhe i mesëm i ulët,Meshkuj,21
2022/2023,Viti,Fillor dhe i mesëm i ulët,Femra,4
2022/2023,Viti,Fillor dhe i mesëm i ulët,Gjithsej,25
2022/2023,Viti,I mesëm i lartë,Meshkuj,6
2022/2023,Viti,I mesëm i lartë,Femra,2
2022/2023,Viti,I mesëm i lartë,Gjithsej,8
2022/2023,Vushtrri,Parashkollor,Meshkuj,4
2022/2023,Vushtrri,Parashkollor,Femra,3
2022/2023,Vushtrri,Parashkollor,Gjithsej,7
2022/2023,Vushtrri,Fillor dhe i mesëm i ulët,Meshkuj,37
2022/2023,Vushtrri,Fillor dhe i mesëm i ulët,Femra,15
2022/2023,Vushtrri,Fillor dhe i mesëm i ulët,Gjithsej,52
2022/2023,Vushtrri,I mesëm i lartë,Meshkuj,13
2022/2023,Vushtrri,I mesëm i lartë,Femra,3
2022/2023,Vushtrri,I mesëm i lartë,Gjithsej,16
2022/2023,Zubin Potok,Parashkollor,Meshkuj,-
2022/2023,Zubin Potok,Parashkollor,Femra,-
2022/2023,Zubin Potok,Parashkollor,Gjithsej,-
2022/2023,Zubin Potok,Fillor dhe i mesëm i ulët,Meshkuj,1
2022/2023,Zubin Potok,Fillor dhe i mesëm i ulët,Femra,1
2022/2023,Zubin Potok,Fillor dhe i mesëm i ulët,Gjithsej,2
2022/2023,Zubin Potok,I mesëm i lartë,Meshkuj,-
2022/2023,Zubin Potok,I mesëm i lartë,Femra,-
2022/2023,Zubin Potok,I mesëm i lartë,Gjithsej,-
2022/2023,Zveçan,Parashkollor,Meshkuj,-
2022/2023,Zveçan,Parashkollor,Femra,-
2022/2023,Zveçan,Parashkollor,Gjithsej,-
2022/2023,Zveçan,Fillor dhe i mesëm i ulët,Meshkuj,1
2022/2023,Zveçan,Fillor dhe i mesëm i ulët,Femra,-
2022/2023,Zveçan,Fillor dhe i mesëm i ulët,Gjithsej,1
2022/2023,Zveçan,I mesëm i lartë,Meshkuj,-
2022/2023,Zveçan,I mesëm i lartë,Femra,-
2022/2023,Zveçan,I mesëm i lartë,Gjithsej,-
2022/2023,Kllokot,Parashkollor,Meshkuj,-
2022/2023,Kllokot,Parashkollor,Femra,-
2022/2023,Kllokot,Parashkollor,Gjithsej,-
2022/2023,Kllokot,Fillor dhe i mesëm i ulët,Meshkuj,1
2022/2023,Kllokot,Fillor dhe i mesëm i ulët,Femra,-
2022/2023,Kllokot,Fillor dhe i mesëm i ulët,Gjithsej,1
2022/2023,Kllokot,I mesëm i lartë,Meshkuj,-
2022/2023,Kllokot,I mesëm i lartë,Femra,-
2022/2023,Kllokot,I mesëm i lartë,Gjithsej,-
2022/2023,Gjithsej,Parashkollor,Meshkuj,10
2022/2023,Gjithsej,Parashkollor,Femra,80
2022/2023,Gjithsej,Parashkollor,Gjithsej,90
2022/2023,Gjithsej,Fillor dhe i mesëm i ulët,Meshkuj,780
2022/2023,Gjithsej,Fillor dhe i mesëm i ulët,Femra,390
2022/2023,Gjithsej,Fillor dhe i mesëm i ulët,Gjithsej,1170
2022/2023,Gjithsej,I mesëm i lartë,Meshkuj,232
2022/2023,Gjithsej,I mesëm i lartë,Femra,100
2022/2023,Gjithsej,I mesëm i lartë,Gjithsej,332
2023/2024,Deçan,Parashkollor,Meshkuj,-
2023/2024,Deçan,Parashkollor,Femra,-
2023/2024,Deçan,Parashkollor,Gjithsej,-
2023/2024,Deçan,Fillor dhe i mesëm i ulët,Meshkuj,17
2023/2024,Deçan,Fillor dhe i mesëm i ulët,Femra,7
2023/2024,Deçan,Fillor dhe i mesëm i ulët,Gjithsej,24
2023/2024,Deçan,I mesëm i lartë,Meshkuj,5
2023/2024,Deçan,I mesëm i lartë,Femra,2
2023/2024,Deçan,I mesëm i lartë,Gjithsej,7
2023/2024,Dragash,Parashkollor,Meshkuj,-
2023/2024,Dragash,Parashkollor,Femra,-
2023/2024,Dragash,Parashkollor,Gjithsej,-
2023/2024,Dragash,Fillor dhe i mesëm i ulët,Meshkuj,14
2023/2024,Dragash,Fillor dhe i mesëm i ulët,Femra,-
2023/2024,Dragash,Fillor dhe i mesëm i ulët,Gjithsej,14
2023/2024,Dragash,I mesëm i lartë,Meshkuj,3
2023/2024,Dragash,I mesëm i lartë,Femra,-
2023/2024,Dragash,I mesëm i lartë,Gjithsej,3
2023/2024,Ferizaj,Parashkollor,Meshkuj,-
2023/2024,Ferizaj,Parashkollor,Femra,5
2023/2024,Ferizaj,Parashkollor,Gjithsej,5
2023/2024,Ferizaj,Fillor dhe i mesëm i ulët,Meshkuj,43
2023/2024,Ferizaj,Fillor dhe i mesëm i ulët,Femra,43
2023/2024,Ferizaj,Fillor dhe i mesëm i ulët,Gjithsej,86
2023/2024,Ferizaj,I mesëm i lartë,Meshkuj,19
2023/2024,Ferizaj,I mesëm i lartë,Femra,9
2023/2024,Ferizaj,I mesëm i lartë,Gjithsej,28
2023/2024,Fushë Kosovë,Parashkollor,Meshkuj,-
2023/2024,Fushë Kosovë,Parashkollor,Femra,3
2023/2024,Fushë Kosovë,Parashkollor,Gjithsej,3
2023/2024,Fushë Kosovë,Fillor dhe i mesëm i ulët,Meshkuj,10
2023/2024,Fushë Kosovë,Fillor dhe i mesëm i ulët,Femra,10
2023/2024,Fushë Kosovë,Fillor dhe i mesëm i ulët,Gjithsej,20
2023/2024,Fushë Kosovë,I mesëm i lartë,Meshkuj,3
2023/2024,Fushë Kosovë,I mesëm i lartë,Femra,1
2023/2024,Fushë Kosovë,I mesëm i lartë,Gjithsej,4
2023/2024,Gjakovë,Parashkollor,Meshkuj,1
2023/2024,Gjakovë,Parashkollor,Femra,4
2023/2024,Gjakovë,Parashkollor,Gjithsej,5
2023/2024,Gjakovë,Fillor dhe i mesëm i ulët,Meshkuj,39
2023/2024,Gjakovë,Fillor dhe i mesëm i ulët,Femra,29
2023/2024,Gjakovë,Fillor dhe i mesëm i ulët,Gjithsej,68
2023/2024,Gjakovë,I mesëm i lartë,Meshkuj,6
2023/2024,Gjakovë,I mesëm i lartë,Femra,6
2023/2024,Gjakovë,I mesëm i lartë,Gjithsej,12
2023/2024,Gjilan,Parashkollor,Meshkuj,-
2023/2024,Gjilan,Parashkollor,Femra,8
2023/2024,Gjilan,Parashkollor,Gjithsej,8
2023/2024,Gjilan,Fillor dhe i mesëm i ulët,Meshkuj,29
2023/2024,Gjilan,Fillor dhe i mesëm i ulët,Femra,17
2023/2024,Gjilan,Fillor dhe i mesëm i ulët,Gjithsej,46
2023/2024,Gjilan,I mesëm i lartë,Meshkuj,18
2023/2024,Gjilan,I mesëm i lartë,Femra,4
2023/2024,Gjilan,I mesëm i lartë,Gjithsej,22
2023/2024,Gllogovc,Parashkollor,Meshkuj,1
2023/2024,Gllogovc,Parashkollor,Femra,3
2023/2024,Gllogovc,Parashkollor,Gjithsej,4
2023/2024,Gllogovc,Fillor dhe i mesëm i ulët,Meshkuj,27
2023/2024,Gllogovc,Fillor dhe i mesëm i ulët,Femra,13
2023/2024,Gllogovc,Fillor dhe i mesëm i ulët,Gjithsej,40
2023/2024,Gllogovc,I mesëm i lartë,Meshkuj,7
2023/2024,Gllogovc,I mesëm i lartë,Femra,3
2023/2024,Gllogovc,I mesëm i lartë,Gjithsej,10
2023/2024,Hani i Elezit,Parashkollor,Meshkuj,-
2023/2024,Hani i Elezit,Parashkollor,Femra,3
2023/2024,Hani i Elezit,Parashkollor,Gjithsej,3
2023/2024,Hani i Elezit,Fillor dhe i mesëm i ulët,Meshkuj,6
2023/2024,Hani i Elezit,Fillor dhe i mesëm i ulët,Femra,-
2023/2024,Hani i Elezit,Fillor dhe i mesëm i ulët,Gjithsej,6
2023/2024,Hani i Elezit,I mesëm i lartë,Meshkuj,1
2023/2024,Hani i Elezit,I mesëm i lartë,Femra,-
2023/2024,Hani i Elezit,I mesëm i lartë,Gjithsej,1
2023/2024,Istog,Parashkollor,Meshkuj,-
2023/2024,Istog,Parashkollor,Femra,3
2023/2024,Istog,Parashkollor,Gjithsej,3
2023/2024,Istog,Fillor dhe i mesëm i ulët,Meshkuj,9
2023/2024,Istog,Fillor dhe i mesëm i ulët,Femra,12
2023/2024,Istog,Fillor dhe i mesëm i ulët,Gjithsej,21
2023/2024,Istog,I mesëm i lartë,Meshkuj,4
2023/2024,Istog,I mesëm i lartë,Femra,3
2023/2024,Istog,I mesëm i lartë,Gjithsej,7
2023/2024,Junik,Parashkollor,Meshkuj,-
2023/2024,Junik,Parashkollor,Femra,-
2023/2024,Junik,Parashkollor,Gjithsej,-
2023/2024,Junik,Fillor dhe i mesëm i ulët,Meshkuj,2
2023/2024,Junik,Fillor dhe i mesëm i ulët,Femra,-
2023/2024,Junik,Fillor dhe i mesëm i ulët,Gjithsej,2
2023/2024,Junik,I mesëm i lartë,Meshkuj,1
2023/2024,Junik,I mesëm i lartë,Femra,-
2023/2024,Junik,I mesëm i lartë,Gjithsej,1
2023/2024,Kaçanik,Parashkollor,Meshkuj,-
2023/2024,Kaçanik,Parashkollor,Femra,-
2023/2024,Kaçanik,Parashkollor,Gjithsej,-
2023/2024,Kaçanik,Fillor dhe i mesëm i ulët,Meshkuj,11
2023/2024,Kaçanik,Fillor dhe i mesëm i ulët,Femra,7
2023/2024,Kaçanik,Fillor dhe i mesëm i ulët,Gjithsej,18
2023/2024,Kaçanik,I mesëm i lartë,Meshkuj,5
2023/2024,Kaçanik,I mesëm i lartë,Femra,1
2023/2024,Kaçanik,I mesëm i lartë,Gjithsej,6
2023/2024,Kamenicë,Parashkollor,Meshkuj,-
2023/2024,Kamenicë,Parashkollor,Femra,1
2023/2024,Kamenicë,Parashkollor,Gjithsej,1
2023/2024,Kamenicë,Fillor dhe i mesëm i ulët,Meshkuj,14
2023/2024,Kamenicë,Fillor dhe i mesëm i ulët,Femra,16
2023/2024,Kamenicë,Fillor dhe i mesëm i ulët,Gjithsej,30
2023/2024,Kamenicë,I mesëm i lartë,Meshkuj,3
2023/2024,Kamenicë,I mesëm i lartë,Femra,3
2023/2024,Kamenicë,I mesëm i lartë,Gjithsej,6
2023/2024,Klinë,Parashkollor,Meshkuj,-
2023/2024,Klinë,Parashkollor,Femra,1
2023/2024,Klinë,Parashkollor,Gjithsej,1
2023/2024,Klinë,Fillor dhe i mesëm i ulët,Meshkuj,27
2023/2024,Klinë,Fillor dhe i mesëm i ulët,Femra,7
2023/2024,Klinë,Fillor dhe i mesëm i ulët,Gjithsej,34
2023/2024,Klinë,I mesëm i lartë,Meshkuj,3
2023/2024,Klinë,I mesëm i lartë,Femra,3
2023/2024,Klinë,I mesëm i lartë,Gjithsej,6
2023/2024,Leposaviq,Parashkollor,Meshkuj,-
2023/2024,Leposaviq,Parashkollor,Femra,-
2023/2024,Leposaviq,Parashkollor,Gjithsej,-
2023/2024,Leposaviq,Fillor dhe i mesëm i ulët,Meshkuj,-
